Customer ID,Order Date,Order Amount,Product Category,Signup Date,Last Active Date
CUST_0922,2024-09-29,496.79,Gold,2023-04-08,2024-11-13
CUST_0920,2023-12-05,319.99,Meat,2023-11-09,2024-03-17
CUST_0990,2023-09-10,377.3,Wines,2023-03-25,2024-08-11
CUST_0563,2024-04-29,57.94,Wines,2024-02-10,2024-06-08
CUST_0573,2024-04-06,201.55,Meat,2023-06-08,2024-09-13
CUST_0760,2024-06-13,218.83,Meat,2023-10-26,2024-08-02
CUST_0044,2024-03-30,272.38,Sweets,2024-03-01,2024-04-08
CUST_0872,2023-08-16,247.1,Meat,2023-02-26,2024-09-17
CUST_0405,2023-06-22,242.29,Wines,2023-04-11,2024-05-19
CUST_0205,2023-05-10,130.92,Fruits,2023-04-27,2023-06-10
CUST_0209,2024-03-08,409.6,Fish,2024-03-05,2024-04-06
CUST_0186,2024-03-22,333.35,Fish,2024-03-20,2024-04-05
CUST_0469,2023-08-19,444.59,Fish,2023-07-06,2024-11-14
CUST_0749,2024-06-16,391.24,Gold,2024-03-28,2024-08-15
CUST_0584,2023-02-02,159.1,Meat,2023-01-27,2024-05-14
CUST_0739,2024-08-19,371.94,Wines,2024-06-14,2024-11-19
CUST_0808,2024-06-09,240.92,Wines,2024-05-23,2024-07-04
CUST_0914,2024-04-22,213.04,Wines,2024-04-18,2024-07-19
CUST_0704,2023-04-16,372.31,Wines,2023-04-09,2023-06-19
CUST_0520,2023-09-28,195.98,Fruits,2023-09-13,2023-11-09
CUST_0269,2023-09-26,225.33,Meat,2023-08-04,2024-02-28
CUST_0763,2024-05-16,407.27,Meat,2023-07-03,2024-07-24
CUST_0547,2024-07-23,481.57,Fish,2024-06-14,2024-11-03
CUST_0920,2024-01-18,271.55,Fish,2023-11-09,2024-03-17
CUST_0787,2024-06-20,207.2,Gold,2024-06-19,2024-09-12
CUST_0955,2024-05-28,227.74,Wines,2024-03-10,2024-06-11
CUST_0556,2023-04-29,225.96,Meat,2023-02-13,2023-08-05
CUST_0781,2024-07-07,192.0,Gold,2024-04-23,2024-09-22
CUST_0581,2024-01-24,201.97,Fish,2023-06-03,2024-07-10
CUST_0408,2023-07-11,287.99,Gold,2023-07-06,2023-12-23
CUST_0515,2024-09-13,47.72,Gold,2024-04-12,2024-11-19
CUST_0458,2023-07-30,344.05,Fish,2023-03-06,2023-09-22
CUST_0538,2024-02-17,50.0,Sweets,2023-06-01,2024-07-24
CUST_0636,2023-12-27,488.08,Wines,2023-12-21,2024-03-22
CUST_0442,2023-09-14,450.87,Fruits,2023-08-21,2024-01-26
CUST_0340,2024-06-12,319.73,Fish,2023-07-04,2024-10-19
CUST_0957,2023-12-21,326.15,Fish,2023-12-02,2024-01-13
CUST_0852,2023-07-24,347.13,Meat,2023-04-18,2024-05-19
CUST_0365,2024-06-17,194.26,Fish,2024-04-12,2024-06-30
CUST_0494,2023-06-27,14.01,Sweets,2023-05-25,2024-10-12
CUST_0860,2024-03-14,332.92,Gold,2023-11-14,2024-07-25
CUST_0566,2023-12-02,272.83,Meat,2023-12-01,2023-12-27
CUST_0840,2024-05-07,479.31,Wines,2024-04-14,2024-06-06
CUST_0932,2024-10-03,174.6,Sweets,2024-04-28,2024-11-21
CUST_0964,2024-02-19,168.97,Sweets,2023-07-19,2024-07-18
CUST_0901,2023-06-08,407.09,Fruits,2023-06-05,2024-10-29
CUST_0486,2024-01-21,12.94,Gold,2023-06-30,2024-03-08
CUST_0016,2024-03-21,92.44,Fruits,2024-02-28,2024-03-21
CUST_0790,2023-06-29,496.59,Fruits,2023-05-24,2023-10-28
CUST_0682,2024-09-02,105.05,Fruits,2023-05-24,2024-11-20
CUST_0586,2024-05-31,274.67,Meat,2023-07-30,2024-11-23
CUST_0007,2023-04-28,74.86,Fruits,2023-04-18,2023-11-08
CUST_0464,2024-06-15,436.42,Fruits,2024-05-30,2024-08-07
CUST_0319,2024-09-10,295.41,Meat,2024-04-17,2024-10-11
CUST_0110,2024-04-13,189.91,Fish,2023-06-29,2024-07-03
CUST_0443,2024-04-21,90.94,Fish,2024-03-11,2024-05-26
CUST_0939,2023-11-19,382.67,Sweets,2023-08-30,2024-07-19
CUST_0945,2023-06-06,319.67,Fish,2023-05-16,2024-03-17
CUST_0521,2024-05-24,218.39,Meat,2024-04-15,2024-06-19
CUST_0954,2024-07-10,47.15,Gold,2024-04-06,2024-08-07
CUST_0370,2024-09-02,104.16,Wines,2024-01-09,2024-10-15
CUST_0439,2024-03-26,164.26,Gold,2024-01-30,2024-05-26
CUST_0707,2024-06-13,172.92,Fruits,2024-05-29,2024-06-17
CUST_0555,2024-08-24,365.86,Meat,2024-06-26,2024-09-22
CUST_0787,2024-09-09,150.63,Wines,2024-06-19,2024-09-12
CUST_0564,2024-04-13,401.32,Fruits,2023-01-04,2024-08-28
CUST_0511,2023-12-05,183.29,Fruits,2023-01-17,2024-06-17
CUST_0593,2024-06-15,117.32,Fish,2023-05-31,2024-10-02
CUST_0207,2024-07-30,204.5,Fruits,2024-05-17,2024-08-25
CUST_0483,2023-05-17,451.85,Sweets,2023-01-20,2024-03-09
CUST_0345,2024-02-13,242.34,Wines,2023-04-08,2024-07-28
CUST_0962,2024-03-01,342.46,Meat,2023-11-12,2024-10-06
CUST_0911,2023-05-27,186.82,Fruits,2023-05-09,2023-07-17
CUST_0940,2024-05-31,150.29,Meat,2024-04-24,2024-11-11
CUST_0712,2024-03-24,329.27,Wines,2024-03-09,2024-08-16
CUST_0718,2024-06-16,410.31,Fish,2024-01-21,2024-06-30
CUST_0361,2024-02-09,394.92,Wines,2024-01-30,2024-07-02
CUST_0537,2023-02-17,51.72,Fruits,2023-01-17,2023-03-27
CUST_0423,2023-10-06,216.32,Fruits,2023-07-14,2023-10-18
CUST_0033,2023-11-29,399.32,Wines,2023-10-10,2024-02-01
CUST_0291,2023-12-17,260.29,Wines,2023-12-17,2023-12-17
CUST_0726,2023-10-27,49.93,Meat,2023-10-17,2023-10-31
CUST_0241,2024-08-26,203.58,Gold,2024-06-14,2024-11-20
CUST_0439,2024-05-04,142.21,Gold,2024-01-30,2024-05-26
CUST_0819,2023-10-03,250.69,Wines,2023-09-30,2023-11-03
CUST_0628,2023-08-11,-238.62,Wines,2023-05-22,2023-12-06
CUST_0152,2023-12-22,85.52,Sweets,2023-08-09,2024-05-17
CUST_0455,2024-08-03,300.68,Fruits,2024-05-12,2024-11-06
CUST_0395,2024-07-29,179.68,Wines,2023-12-23,2024-09-05
CUST_0102,2023-07-04,429.03,Meat,2023-05-16,2023-08-28
CUST_0828,2024-08-11,491.15,Meat,2024-06-07,2024-08-31
CUST_0878,2024-04-30,47.35,Sweets,2023-07-22,2024-06-17
CUST_0173,2024-05-01,491.66,Meat,2024-03-22,2024-05-10
CUST_0295,2023-09-17,183.79,Fruits,2023-09-06,2023-10-18
CUST_0096,2023-07-19,249.22,Gold,2023-04-29,2023-10-25
CUST_0767,2023-12-16,492.55,Gold,2023-11-26,2023-12-20
CUST_0097,2023-07-17,234.04,Fish,2023-06-29,2023-10-21
CUST_0601,2024-11-01,433.75,Fish,2023-03-18,2024-11-17
CUST_0283,2023-07-02,213.36,Wines,2023-06-29,2023-07-02
CUST_0276,2024-03-05,478.94,Sweets,2023-08-12,2024-09-18
CUST_0153,2024-08-17,234.19,Fish,2024-04-12,2024-09-04
CUST_0331,2024-02-16,37.2,Fruits,2024-01-13,2024-08-28
CUST_0304,2024-03-13,437.57,Sweets,2024-02-21,2024-09-27
CUST_0907,2023-05-11,337.12,Meat,2023-02-24,2024-04-12
CUST_0698,2024-07-15,482.86,Wines,2024-06-16,2024-12-01
CUST_0788,2024-08-06,101.58,Fruits,2024-02-27,2024-11-17
CUST_0970,2024-09-27,73.12,Fruits,2023-12-08,2024-10-08
CUST_0881,2023-08-16,378.06,Fish,2023-02-21,2023-08-29
CUST_0886,2024-01-07,479.92,Gold,2023-10-31,2024-02-18
CUST_0906,2023-06-01,218.16,Fruits,2023-01-08,2023-10-11
CUST_0847,2023-10-12,390.56,Fish,2023-08-20,2024-11-30
CUST_0168,2023-10-31,496.94,Fish,2023-08-29,2024-04-18
CUST_0036,2024-03-27,301.71,Wines,2024-03-09,2024-03-27
CUST_0897,2023-05-25,372.44,Fish,2023-03-05,2024-10-16
CUST_0540,2023-08-27,290.32,Fish,2023-08-23,2024-01-12
CUST_0491,2024-08-11,378.62,Fish,2023-08-16,2024-10-05
CUST_0798,2024-02-16,241.81,Wines,2024-02-16,2024-06-27
CUST_0132,2024-07-21,51.04,Gold,2023-11-29,2024-08-18
CUST_0107,2024-06-15,39.67,Fish,2024-06-06,2024-07-05
CUST_0535,2024-04-14,85.75,Gold,2023-08-30,2024-04-18
CUST_0506,2024-01-25,288.13,Wines,2023-10-01,2024-08-18
CUST_0095,2023-10-17,460.35,Fruits,2023-08-07,2024-01-21
CUST_0174,2023-12-05,156.38,Wines,2023-01-21,2024-06-11
CUST_0870,2024-04-03,291.33,Meat,2023-10-19,2024-05-09
CUST_0196,2024-03-15,383.78,Meat,2023-04-25,2024-04-07
CUST_0559,2023-05-15,65.98,Fruits,2023-04-01,2024-06-18
CUST_0213,2024-06-28,262.37,Sweets,2024-05-11,2024-11-15
CUST_0219,2023-11-11,409.44,Gold,2023-06-08,2024-09-26
CUST_0663,2024-05-14,365.57,Fish,2023-05-11,2024-08-14
CUST_0201,2023-11-16,434.41,Meat,2023-11-11,2023-11-16
CUST_0617,2023-06-01,155.76,Wines,2023-04-29,2024-04-07
CUST_0250,2024-05-26,441.94,Gold,2024-04-05,2024-10-13
CUST_0254,2024-08-17,387.25,Fish,2023-04-08,2024-08-26
CUST_0711,2024-01-29,64.73,Gold,2023-11-27,2024-02-01
CUST_0231,2024-03-27,175.08,Gold,2023-03-10,2024-06-08
CUST_0471,2024-02-09,203.87,Gold,2023-11-04,2024-08-04
CUST_0557,2024-06-29,23.21,Wines,2024-02-13,2024-08-08
CUST_0304,2024-03-02,151.79,Meat,2024-02-21,2024-09-27
CUST_0030,2023-08-30,304.04,Gold,2023-06-11,2024-11-17
CUST_0397,2023-04-15,81.88,Fruits,2023-01-24,2023-09-21
CUST_0935,2023-01-29,398.47,Fruits,2023-01-26,2023-01-31
CUST_0265,2024-02-26,425.3,Fruits,2023-10-04,2024-04-26
CUST_0935,2023-01-26,190.45,Wines,2023-01-26,2023-01-31
CUST_0470,2023-05-12,287.71,Gold,2023-04-26,2023-05-16
CUST_0933,2024-04-22,367.31,Fish,2023-07-28,2024-11-20
CUST_0318,2024-03-14,450.11,Fruits,2024-03-08,2024-03-19
CUST_0241,2024-10-11,202.47,Wines,2024-06-14,2024-11-20
CUST_0248,2024-07-23,229.52,Sweets,2023-01-13,2024-09-08
CUST_0182,2024-02-06,408.24,Fish,2023-02-02,2024-05-01
CUST_0491,2023-12-17,79.38,Wines,2023-08-16,2024-10-05
CUST_0764,2023-06-19,200.74,Wines,2023-05-09,2023-06-25
CUST_0972,2024-01-04,247.29,Meat,2023-07-09,2024-05-18
CUST_0218,2023-04-09,280.55,Fish,2023-03-07,2023-04-22
CUST_0257,2024-06-08,245.59,Fruits,2024-04-09,2024-11-25
CUST_0628,2023-09-19,180.82,Wines,2023-05-22,2023-12-06
CUST_0023,2023-03-31,460.02,Sweets,2023-03-15,2023-05-29
CUST_0277,2024-05-18,38.68,Meat,2024-05-16,2024-08-11
CUST_0051,2024-03-07,105.29,Fruits,2024-01-09,2024-03-21
CUST_0768,2023-09-10,196.46,Meat,2023-07-19,2024-01-31
CUST_0675,2024-07-19,41.7,Gold,2024-05-02,2024-09-30
CUST_0692,2023-04-26,149.59,Wines,2023-04-13,2024-08-15
CUST_0746,2023-06-17,162.83,Meat,2023-05-08,2023-07-22
CUST_0092,2023-06-21,377.37,Fish,2023-04-13,2024-09-30
CUST_0067,2023-11-04,220.22,Meat,2023-08-31,2023-12-21
CUST_0901,2024-07-27,111.2,Sweets,2023-06-05,2024-10-29
CUST_0928,2023-05-24,176.66,Fish,2023-04-06,2024-06-01
CUST_0871,2023-07-29,391.86,Fish,2023-05-20,2023-09-26
CUST_0045,2023-10-16,230.02,Gold,2023-10-03,2024-07-17
CUST_0995,2024-09-16,111.7,Gold,2023-12-31,2024-11-11
CUST_0961,2023-02-23,234.35,Wines,2023-01-29,2023-02-25
CUST_0179,2024-08-05,32.54,Sweets,2024-04-02,2024-08-28
CUST_0829,2023-12-08,218.95,Fruits,2023-03-18,2024-09-05
CUST_0392,2023-08-27,375.2,Fish,2023-05-12,2024-08-13
CUST_0439,2024-05-02,180.17,Sweets,2024-01-30,2024-05-26
CUST_0053,2024-04-16,407.54,Wines,2024-04-10,2024-04-26
CUST_0732,2023-10-17,489.69,Gold,2023-08-09,2023-12-28
CUST_0504,2023-05-25,183.15,Wines,2023-01-19,2023-09-16
CUST_0428,2024-03-02,188.36,Gold,2023-12-29,2024-05-16
CUST_0332,2023-10-03,212.55,Sweets,2023-09-19,2023-11-15
CUST_0372,2024-02-23,419.51,Meat,2023-11-14,2024-05-20
CUST_0373,2024-09-01,20.48,Meat,2024-01-25,2024-09-09
CUST_0077,2024-09-15,347.59,Gold,2024-06-19,2024-10-21
CUST_0858,2023-11-26,49.1,Gold,2023-06-15,2024-09-21
CUST_0118,2023-08-22,487.47,Sweets,2023-01-27,2024-03-12
CUST_0794,2024-03-11,219.22,Meat,2024-03-04,2024-03-28
CUST_0219,2024-05-08,409.94,Gold,2023-06-08,2024-09-26
CUST_0826,2024-05-22,287.2,Fruits,2023-06-13,2024-07-26
CUST_0781,2024-07-14,75.62,Meat,2024-04-23,2024-09-22
CUST_0943,2024-01-01,94.01,Wines,2023-12-28,2024-08-22
CUST_0170,2024-02-17,330.06,Gold,2024-01-04,2024-04-07
CUST_0696,2024-02-13,144.27,Meat,2023-06-15,2024-11-25
CUST_0422,2023-10-06,453.19,Gold,2023-02-07,2023-10-23
CUST_0289,2024-11-03,362.62,Gold,2024-01-24,2024-11-10
CUST_0050,2024-02-28,445.2,Fruits,2023-01-13,2024-10-06
CUST_0024,2023-07-16,189.84,Meat,2023-07-08,2023-07-22
CUST_0638,2024-07-02,216.11,Fish,2024-06-04,2024-07-13
CUST_0051,2024-02-05,438.56,Fish,2024-01-09,2024-03-21
CUST_0927,2024-01-09,261.17,Fruits,2023-11-28,2024-10-05
CUST_0690,2024-03-27,343.92,Fruits,2024-02-26,2024-09-25
CUST_0680,2023-03-22,272.38,Gold,2023-03-01,2023-06-08
CUST_0179,2024-08-20,97.11,Fish,2024-04-02,2024-08-28
CUST_0807,2023-10-23,81.08,Fish,2023-07-30,2024-03-19
CUST_0859,2023-06-04,163.43,Wines,2023-02-02,2024-02-13
CUST_0294,2023-10-23,80.39,Meat,2023-10-18,2023-12-27
CUST_0433,2024-07-01,135.38,Wines,2024-03-18,2024-11-13
CUST_0061,2023-12-02,398.98,Wines,2023-10-02,2024-01-09
CUST_0119,2023-10-17,397.04,Sweets,2023-03-12,2024-01-15
CUST_0517,2024-07-13,13.14,Meat,2024-06-25,2024-08-14
CUST_0260,2023-11-10,199.17,Fish,2023-10-10,2024-11-09
CUST_0149,2024-04-11,27.24,Sweets,2023-03-08,2024-05-19
CUST_0762,2024-08-04,460.34,Gold,2024-04-14,2024-10-07
CUST_0793,2024-08-17,178.91,Gold,2023-01-11,2024-11-07
CUST_0805,2023-10-07,447.35,Gold,2023-09-06,2024-08-21
CUST_0762,2024-04-16,325.8,Gold,2024-04-14,2024-10-07
CUST_0821,2024-08-11,338.99,Wines,2024-06-23,2024-10-13
CUST_0487,2023-08-11,420.43,Fruits,2023-08-06,2023-08-12
CUST_0545,2023-12-16,177.92,Sweets,2023-10-24,2024-04-30
CUST_0228,2024-09-10,172.37,Gold,2024-04-22,2024-09-10
CUST_0481,2024-06-17,110.76,Fish,2024-06-06,2024-06-18
CUST_0236,2023-03-08,107.31,Sweets,2023-02-02,2023-03-18
CUST_0800,2024-03-14,235.67,Wines,2024-01-29,2024-04-27
CUST_0534,2023-02-25,442.37,Wines,2023-02-24,2023-03-10
CUST_0064,2023-11-13,96.78,Gold,2023-06-26,2024-02-10
CUST_0081,2023-01-30,496.09,Gold,2023-01-29,2023-02-11
CUST_0266,2024-03-14,406.25,Wines,2023-11-27,2024-08-13
CUST_0501,2023-05-15,261.34,Meat,2023-03-24,2023-06-11
CUST_0654,2023-12-14,193.84,Gold,2023-12-13,2023-12-14
CUST_0215,2023-11-07,116.45,Gold,2023-09-08,2024-02-16
CUST_0306,2024-03-21,211.11,Fish,2023-04-24,2024-09-01
CUST_0585,2023-07-29,35.67,Meat,2023-05-17,2023-08-29
CUST_0782,2024-07-11,182.96,Wines,2024-06-28,2024-08-10
CUST_0499,2024-03-04,443.25,Fish,2023-02-05,2024-08-16
CUST_0925,2023-09-16,76.55,Wines,2023-03-30,2024-01-08
CUST_0473,2024-04-15,320.9,Gold,2023-01-14,2024-08-26
CUST_0289,2024-05-05,362.97,Fish,2024-01-24,2024-11-10
CUST_0940,2024-09-28,155.71,Sweets,2024-04-24,2024-11-11
CUST_0934,2024-09-20,483.78,Fruits,2024-03-22,2024-11-20
CUST_0738,2024-07-20,45.75,Wines,2024-05-18,2024-11-26
CUST_0256,2024-07-30,41.41,Gold,2024-04-25,2024-08-07
CUST_0212,2023-11-19,46.21,Wines,2023-08-31,2023-12-08
CUST_0141,2024-05-01,-358.85,Meat,2024-04-16,2024-09-21
CUST_0245,2024-06-11,-92.13,Fruits,2024-04-02,2024-08-01
CUST_0865,2023-03-23,476.37,Meat,2023-03-21,2023-04-21
CUST_0683,2023-10-12,199.09,Fruits,2023-06-30,2024-06-23
CUST_0712,2024-07-27,256.75,Fruits,2024-03-09,2024-08-16
CUST_0791,2023-06-02,14.04,Wines,2023-04-14,2024-08-26
CUST_0482,2024-02-06,60.44,Gold,2023-12-19,2024-03-17
CUST_0474,2023-05-30,414.6,Sweets,2023-04-03,2023-12-22
CUST_0440,2024-04-26,150.51,Fish,2023-10-31,2024-08-20
CUST_0087,2024-08-01,238.97,Gold,2024-06-21,2024-10-11
CUST_0604,2024-06-07,188.37,Sweets,2024-03-09,2024-08-18
CUST_0825,2023-10-04,18.24,Sweets,2023-10-03,2023-10-05
CUST_0213,2024-08-29,386.44,Fruits,2024-05-11,2024-11-15
CUST_0174,2023-06-18,63.65,Meat,2023-01-21,2024-06-11
CUST_0119,2023-06-12,339.04,Meat,2023-03-12,2024-01-15
CUST_0981,2024-03-21,328.68,Sweets,2023-10-23,2024-09-27
CUST_0195,2024-09-02,395.05,Gold,2024-04-03,2024-11-06
CUST_0743,2023-04-01,393.55,Gold,2023-03-20,2023-04-03
CUST_0228,2024-06-08,280.56,Sweets,2024-04-22,2024-09-10
CUST_0894,2024-07-14,343.62,Fruits,2023-05-16,2024-08-20
CUST_0577,2023-05-12,-180.57,Fish,2023-04-05,2023-10-05
CUST_0109,2023-09-06,287.95,Fish,2023-04-06,2023-09-20
CUST_0894,2023-12-04,214.52,Sweets,2023-05-16,2024-08-20
CUST_0028,2024-01-09,285.85,Sweets,2023-02-22,2024-02-06
CUST_0774,2024-06-23,359.12,Gold,2024-02-26,2024-07-22
CUST_0422,2023-09-06,165.75,Wines,2023-02-07,2023-10-23
CUST_0215,2023-11-22,239.11,Fruits,2023-09-08,2024-02-16
CUST_0286,2024-02-27,491.75,Fruits,2024-01-07,2024-03-28
CUST_0443,2024-04-07,458.09,Fish,2024-03-11,2024-05-26
CUST_0822,2024-07-21,294.09,Fruits,2024-05-07,2024-09-27
CUST_0047,2024-04-01,382.55,Fish,2023-11-17,2024-07-07
CUST_0335,2023-04-07,118.95,Fruits,2023-03-25,2024-02-20
CUST_0645,2023-06-27,326.88,Fish,2023-05-23,2023-08-28
CUST_0671,2023-06-11,309.1,Sweets,2023-06-08,2023-09-12
CUST_0644,2024-06-04,168.04,Meat,2023-01-19,2024-06-09
CUST_0828,2024-07-04,55.8,Meat,2024-06-07,2024-08-31
CUST_0376,2023-08-20,127.67,Fish,2023-08-17,2023-12-10
CUST_0693,2023-08-07,234.9,Fruits,2023-03-10,2023-11-03
CUST_0155,2024-08-09,271.84,Wines,2023-09-07,2024-09-24
CUST_0261,2024-03-09,289.23,Wines,2024-01-07,2024-04-16
CUST_0864,2024-04-04,212.27,Fish,2024-03-21,2024-10-16
CUST_0560,2023-10-18,61.23,Wines,2023-01-27,2024-08-25
CUST_0656,2024-11-16,356.86,Fruits,2023-12-27,2024-12-01
CUST_0597,2024-03-18,246.77,Fruits,2024-02-03,2024-06-22
CUST_0813,2023-11-26,124.01,Fruits,2023-04-17,2024-02-07
CUST_0916,2024-09-30,284.95,Meat,2024-06-12,2024-11-06
CUST_0227,2023-08-06,338.34,Wines,2023-03-10,2024-02-07
CUST_0223,2023-01-23,214.99,Fruits,2023-01-15,2023-02-10
CUST_0526,2023-05-03,19.77,Gold,2023-04-26,2024-01-30
CUST_0407,2023-06-10,308.38,Sweets,2023-01-20,2023-10-19
CUST_0505,2024-06-11,52.52,Wines,2024-05-17,2024-07-18
CUST_0133,2023-12-31,308.21,Fruits,2023-08-29,2024-03-03
CUST_0299,2024-04-26,276.03,Fish,2023-07-06,2024-08-13
CUST_0825,2023-10-04,229.22,Fruits,2023-10-03,2023-10-05
CUST_0333,2024-03-13,195.88,Fruits,2024-02-21,2024-09-03
CUST_0514,2023-07-15,158.31,Wines,2023-04-03,2023-07-24
CUST_0440,2024-04-10,67.04,Fish,2023-10-31,2024-08-20
CUST_0891,2024-01-09,322.6,Sweets,2023-07-17,2024-03-30
CUST_0707,2024-06-09,100.18,Sweets,2024-05-29,2024-06-17
CUST_0687,2024-01-26,200.7,Fish,2023-11-27,2024-04-15
CUST_0486,2023-12-01,187.63,Sweets,2023-06-30,2024-03-08
CUST_0268,2024-02-29,426.1,Fruits,2023-03-25,2024-10-30
CUST_0543,2024-01-19,386.8,Meat,2023-12-15,2024-06-17
CUST_0846,2024-10-13,464.87,Wines,2024-06-06,2024-11-30
CUST_0792,2023-03-24,439.12,Fish,2023-01-26,2023-12-01
CUST_0768,2023-10-29,47.72,Fruits,2023-07-19,2024-01-31
CUST_0663,2024-05-10,299.89,Gold,2023-05-11,2024-08-14
CUST_0464,2024-06-02,40.1,Gold,2024-05-30,2024-08-07
CUST_0586,2024-07-08,50.1,Wines,2023-07-30,2024-11-23
CUST_0848,2024-09-25,393.96,Sweets,2024-01-11,2024-11-26
CUST_0239,2023-10-29,301.15,Fruits,2023-10-02,2024-04-28
CUST_0693,2023-03-17,446.66,Sweets,2023-03-10,2023-11-03
CUST_0521,2024-04-15,334.82,Sweets,2024-04-15,2024-06-19
CUST_0099,2024-07-10,312.29,Gold,2023-07-11,2024-11-11
CUST_0539,2024-09-16,315.92,Wines,2023-12-09,2024-09-24
CUST_0855,2024-06-29,127.03,Wines,2024-04-29,2024-10-11
CUST_0568,2023-05-13,249.45,Sweets,2023-04-18,2023-05-13
CUST_0641,2024-04-26,369.8,Wines,2024-04-12,2024-05-01
CUST_0334,2024-07-06,43.21,Sweets,2024-06-24,2024-07-15
CUST_0676,2023-08-13,365.6,Fruits,2023-05-24,2023-11-28
CUST_0140,2024-01-10,221.4,Fruits,2023-12-03,2024-11-28
